ds,yhat,yhat_lower,yhat_upper,ward_id
2026-09-07,389.6824763705539,69.1543698030666,756.58129198372,W002
2026-09-14,384.1481230589642,23.632936992752015,739.7720978148965,W002
2026-09-21,378.6137697473746,12.953847159060672,734.0262691110419,W002
2026-09-28,373.0794164357849,0.8556642968182948,715.6689262189883,W002
2026-10-05,367.5450631241953,23.583059387854885,735.4444774823315,W002
2026-10-11,-265.3297296044946,-621.5889277210264,100.22847975460608,W002
2026-10-18,-270.86408291532285,-633.5333212441733,60.62831205369111,W002
2026-10-25,-276.39843622850117,-613.3494552410903,87.57309807709196,W002
2026-11-01,-281.9327895393294,-629.9007335494105,58.57446582094664,W002
2026-11-08,-287.46714285129076,-636.6829510302733,63.087377518647486,W002
2026-11-15,-293.00149616211894,-636.866590437051,63.57843307609375,W002
2026-11-22,-298.53584947294723,-626.1925730922231,61.70206934917304,W002
2026-11-29,-304.07020278490853,-631.5181477351688,69.39397206928744,W002
2026-12-06,-309.6045560957368,-674.072422041279,42.271417318871215,W002
2026-12-13,-315.13890940948164,-641.1764061165537,33.57912589678196,W002
2026-12-20,-320.6732627203098,-678.785819488483,37.835538453784885,W002
2026-12-27,-326.2076160317047,-667.7759369952969,22.032586714574283,W002
2026-01-05,2532.413962345709,309.4143921896175,4759.692826003987,W003
2026-01-12,2561.245022208786,261.22419236790734,4660.590428853738,W003
2026-01-19,2590.076082076878,143.28118281199576,4971.417663726063,W003
2026-01-26,2618.907141947035,354.69507701978443,4948.606046576976,W003
2026-02-02,2647.738201817192,254.56553901826416,4895.397448637556,W003
2026-02-09,2676.569261696444,427.4662891581535,4962.359935673677,W003
2026-02-16,2705.400321572285,637.1261117229924,4978.835027454963,W003
2026-02-23,2734.2313814502854,553.8987598564346,5055.113614736937,W003
2026-03-02,2763.062441321734,762.8960658434986,5024.204269245977,W003
2026-03-09,2791.8935011931817,375.91655411081604,5119.472109602262,W003
2026-03-16,2820.724561054836,596.0759904262139,5259.141108514871,W003
2026-03-23,2849.555620910616,416.7257888155709,5182.868881701187,W003
2026-03-30,2878.3866807738036,643.5800025812215,5098.561828473897,W003
2026-04-06,2907.217740634676,531.0658733433454,5295.456705913314,W003
2026-04-13,2936.048800495548,722.1773590042119,5105.445380876654,W003
2026-04-20,2964.8798603541927,854.3441430758902,5311.841089246187,W003
2026-04-27,2993.710920209011,785.5120687597725,5267.483040928146,W003
2026-05-04,3022.5419800620184,718.2705975025679,5315.625419087812,W003
2026-05-11,3051.3730399060287,754.1043991443403,5340.628461467358,W003
2026-05-18,3080.204099750039,838.4105013782034,5242.09120746087,W003
2026-05-25,3109.0351596008136,978.537307749571,5232.847444719875,W003
2026-06-01,3137.866219453882,866.2115129308393,5490.847529820112,W003
2026-06-08,3166.697279298904,882.6992456847004,5544.095486214064,W003
2026-06-15,3195.528339151304,957.4245648143994,5556.492537173664,W003
2026-06-22,3224.359399003704,779.4557094915717,5337.669239469178,W003
2026-06-29,3253.190458862836,960.3591740118145,5558.399923547468,W003
2026-07-06,3282.021518719659,1076.173800390291,5517.565371637285,W003
2026-07-13,3310.8525785664224,1048.7055116074705,5598.081993153397,W003
2026-07-20,3339.683638414264,850.0719344948337,5606.203734330961,W003
2026-07-27,3368.514698262106,1017.6017007022066,5446.239151587425,W003
2026-08-03,3397.345758112435,1023.6742672938418,5768.1062904687,W003
2026-08-10,3426.1768179601277,1126.7056449663726,5689.181055101721,W003
2026-08-17,3455.0078778087955,1199.8144331360425,5766.23175728918,W003
2026-08-24,3483.8389376574623,1152.6416217327067,5530.8349807703225,W003
2026-08-31,3512.66999750613,1271.6194155787432,5833.8556412730795,W003
2026-09-07,3541.5010573547975,1127.498442380639,5789.4222275609745,W003
2026-09-14,3570.332117203465,1126.1861475533717,5919.96940525715,W003
2026-09-21,3599.1631770521326,1333.7334887231798,5869.718392652324,W003
2026-09-28,3627.9942369008,1264.1753712056436,5955.7773826045,W003
2026-10-05,3656.8252967494673,1377.6642933111655,5991.9746919062745,W003
2026-10-11,955.4242048744552,-1302.2393908735924,3181.24935234658,W003
2026-10-18,984.2552647264274,-1450.8401819516437,3164.371985411233,W003
2026-10-25,1013.0863245682001,-1261.2330389960734,3265.4877140915014,W003
2026-11-01,1041.9173844201723,-1094.179147657818,3458.5747910456007,W003
2026-11-08,1070.7484442672267,-1168.5826285453768,3319.893889503617,W003
2026-11-15,1099.5795041191989,-1165.2861571943913,3414.330017046517,W003
2026-11-22,1128.4105639711704,-1327.258377032116,3237.5043596006662,W003
2026-11-29,1157.241623818225,-1002.386191785547,3305.285258560367,W003
2026-12-06,1186.0726836701972,-972.901882603179,3455.8801039761797,W003
2026-12-13,1214.9037435095108,-1087.1582427915102,3431.4948845569265,W003
2026-12-20,1243.734803361483,-1094.8604725762768,3469.330371316561,W003
2026-12-27,1272.5658632109962,-958.4999874234595,3587.6445306187006,W003
2026-01-05,3065.5733814750624,412.14007309674855,5857.384583194372,W004
2026-01-12,3095.0219235345494,225.3384370566524,5907.724600560469,W004
2026-01-19,3124.470465599367,351.72321490472393,5675.732454649016,W004
2026-01-26,3153.9190076651284,420.90520942707576,6001.331754019603,W004
2026-02-02,3183.3675497308896,384.08167778932983,5950.503717563309,W004
2026-02-09,3212.8160918004737,510.25612875744923,5997.4464766163655,W004
2026-02-16,3242.264633865169,377.29364890632206,5905.816160503001,W004
2026-02-23,3271.7131759357085,596.4844506141877,5929.036060214303,W004
2026-03-02,3301.1617180061485,419.04085845982155,6042.194973722281,W004
2026-03-09,3330.6102600765903,505.9087409241808,5874.612578607608,W004
2026-03-16,3360.058802147272,591.8536628741,6229.499399015367,W004
2026-03-23,3389.507344219062,765.1295881916024,6333.397155143949,W004
2026-03-30,3418.955886288939,659.6779493006344,6362.98253531859,W004
2026-04-06,3448.4044283533713,729.0907478741823,6314.628052086296,W004
2026-04-13,3477.8529704178027,515.1872094763082,6221.187541948425,W004
2026-04-20,3507.301512477242,661.9945388323483,6246.496668075756,W004
2026-04-27,3536.75005454219,776.7877902856567,6246.480480595656,W004
2026-05-04,3566.1985966049156,839.5410329855113,6179.036127773646,W004
2026-05-11,3595.647138666282,950.0045856136392,6238.976527377102,W004
2026-05-18,3625.0956807276475,1027.2643769158178,6463.301748760487,W004
2026-05-25,3654.5442227846406,944.4683747995628,6612.565276106289,W004
2026-06-01,3683.992764835072,729.7513742248781,6412.811610859395,W004
2026-06-08,3713.4413068844624,1060.118404186833,6456.062250901063,W004
2026-06-15,3742.88984893044,1007.5567157672126,6580.533120018737,W004
2026-06-22,3772.338390976417,983.6115858953357,6390.311089110614,W004
2026-06-29,3801.7869330197427,1190.8309381577674,6743.467339784331,W004
2026-07-06,3831.2354750681175,1131.7382716040183,6505.463381013889,W004
2026-07-13,3860.6840171190715,804.1425928237179,6475.333689789808,W004
2026-07-20,3890.132559150601,1133.463943948275,6678.9730250021885,W004
2026-07-27,3919.5811011821315,1304.1776429675708,6588.727110826115,W004
2026-08-03,3949.029643209716,1312.2494942713822,6842.376321261001,W004
2026-08-10,3978.4781852353417,1106.1553824322493,6883.8956706626495,W004
2026-08-17,4007.9267272540974,1365.329858150091,6875.239507717439,W004
2026-08-24,4037.375269272853,1364.4454600284366,7062.995993045367,W004
2026-08-31,4066.8238112916088,1324.1135663572195,6824.495291802141,W004
2026-09-07,4096.272353310364,1166.4055292894948,6826.285640354028,W004
2026-09-14,4125.72089532912,1308.4249817036955,6993.820614217848,W004
2026-09-21,4155.169437347876,1111.800569745832,6765.368778644292,W004
2026-09-28,4184.6179793666315,1297.753495562651,6874.194966355731,W004
2026-10-05,4214.066521385388,1476.4892988409915,7026.874857960808,W004
2026-10-11,931.9507307970512,-1921.669307312048,3589.7292611178386,W004
2026-10-18,961.3992728198162,-1872.123821284554,3700.784804045953,W004
2026-10-25,990.8478148302069,-1952.5278710400407,3802.5650319476185,W004
2026-11-01,1020.2963568529719,-1819.1228072003812,3724.0306868968046,W004
2026-11-08,1049.7448988697702,-1826.596900443034,3886.2688071668995,W004
2026-11-15,1079.193440892535,-1642.1029698871082,3825.3830106838823,W004
2026-11-22,1108.6419829153,-1721.2082355757352,4065.2431007855325,W004
2026-11-29,1138.0905249320986,-1352.2048718211638,3860.8310332939923,W004
2026-12-06,1167.5390669548635,-1530.4559757914128,3985.548928613584,W004
2026-12-13,1196.9876089622712,-1514.162631383061,3995.455544554289,W004
2026-12-20,1226.4361509850357,-1566.9567640333805,4063.1283220868527,W004
2026-12-27,1255.8846930048176,-1488.0138214483609,4096.4913456345685,W004
2026-01-05,1271.0922769181373,264.3307875663558,2204.9019037851417,W005
2026-01-12,1284.7232781719833,307.2526368923412,2234.1552251467137,W005
2026-01-19,1298.3542792740698,376.2397549917024,2272.048120181676,W005
2026-01-26,1311.9852804390318,327.86899711327413,2265.312860733092,W005
2026-02-02,1325.6162816039932,367.92748937153647,2363.1019245637804,W005
2026-02-09,1339.2472830557354,404.4869021410834,2308.1207663119258,W005
2026-02-16,1352.8782844387488,405.53533451810614,2328.602445483175,W005
2026-02-23,1366.5092860774366,470.6959842740782,2336.899776295587,W005
2026-03-02,1380.1402876955171,381.83760127862524,2322.7961306350976,W005
2026-03-09,1393.7712893135977,485.3244611801955,2333.2152301337123,W005
2026-03-16,1407.4022908275435,434.5699531947288,2310.040146522573,W005
2026-03-23,1421.033292236455,408.4124719405937,2369.876872252722,W005
2026-03-30,1434.6642935228244,513.1829383318961,2364.599281898042,W005
2026-04-06,1448.2952947275933,446.8782237590487,2412.934982422181,W005
2026-04-13,1461.9262959323623,572.3478588632586,2478.227163216163,W005
2026-04-20,1475.5572973792746,518.9774386285541,2413.7794854734575,W005
2026-04-27,1489.1882989897517,513.8520856437035,2486.993505577327,W005
2026-05-04,1502.8193004766347,656.7268492084609,2488.869073696513,W005
2026-05-11,1516.4503016797548,558.5432655609546,2497.1574153144834,W005
2026-05-18,1530.0813028828752,627.8275801522144,2513.900458734425,W005
2026-05-25,1543.712304264908,602.3119645639246,2462.808369270175,W005
2026-06-01,1557.3433057320117,637.4204549454397,2463.5479367555345,W005
2026-06-08,1570.9743071526148,620.2359986331442,2528.159966267232,W005
2026-06-15,1584.6053084678572,640.5610105101467,2458.356540246952,W005
2026-06-22,1598.2363097830992,623.8602713127563,2473.532668330071,W005
2026-06-29,1611.8673109198821,669.4242704695391,2600.891375894131,W005
2026-07-06,1625.4983118093794,665.4792961353882,2615.737629293127,W005
2026-07-13,1639.129312913013,671.2915477232085,2589.764061370125,W005
2026-07-20,1652.7603142826642,593.0873590157746,2553.363432337691,W005
2026-07-27,1666.3913156523158,706.0108925251764,2646.6408932292984,W005
2026-08-03,1680.0223171544906,794.8023935855995,2623.4695810346775,W005
2026-08-10,1693.6533185697424,765.2633584125003,2614.2821072903025,W005
2026-08-17,1707.2843198857292,722.5843213118466,2638.424402793386,W005
2026-08-24,1720.9153212017163,753.9752426911625,2678.3497327204614,W005
2026-08-31,1734.546322517704,736.8392680184079,2646.421363633046,W005
2026-09-07,1748.177323833691,741.5198444121469,2719.092782349924,W005
2026-09-14,1761.808325149678,790.2162562629484,2719.455994463032,W005
2026-09-21,1775.4393264656649,758.7365780940439,2760.3597742659813,W005
2026-09-28,1789.0703277816524,841.0230101642718,2816.452728401637,W005
2026-10-05,1802.7013290976397,778.4850126020277,2790.151604692127,W005
2026-10-11,432.9538090709271,-483.49537237579426,1386.438019684608,W005
2026-10-18,446.58481038858883,-538.5591981802575,1292.5844341854022,W005
2026-10-25,460.21581170108215,-516.7779535659843,1420.4293823338842,W005
2026-11-01,473.8468130187439,-485.06775046270303,1446.7028532515947,W005
2026-11-08,487.47781433391344,-428.3155937026586,1448.3968000628502,W005
2026-11-15,501.1088156515751,-467.6220720232563,1429.4145519774784,W005
2026-11-22,514.7398169692369,-402.15735157570674,1465.4654901433137,W005
2026-11-29,528.3708182844066,-492.207120295487,1470.8421873555912,W005
2026-12-06,542.0018196020683,-405.1950556825649,1503.8584590802277,W005
2026-12-13,555.6328209133155,-394.37939154071876,1503.8767031004,W005
2026-12-20,569.2638222309772,-387.1976564034289,1552.2520652892342,W005
2026-12-27,582.8948235473929,-352.7178444766998,1565.4183048063883,W005
2026-01-05,958.0373043431514,315.11556136798146,1535.654702544962,W006
2026-01-12,951.195984198536,365.8053265091762,1549.0144110426031,W006
2026-01-19,944.3546640503331,371.30924430048253,1568.4211971761908,W006
2026-01-26,937.5133439063663,343.3046125572367,1503.2745275152877,W006
2026-02-02,930.6720237623997,370.17939666668804,1509.583574959172,W006
2026-02-09,923.8307036209686,313.92191780906285,1515.847426672866,W006
2026-02-16,916.989383482751,293.698497916888,1465.6935043123297,W006
2026-02-23,910.1480633488725,338.4102793977178,1516.9200213736547,W006
2026-03-02,903.3067432135102,296.5719528014012,1478.7852626725032,W006
2026-03-09,896.4654230781481,342.96863831276124,1526.0489263370853,W006
2026-03-16,889.6241029466356,302.7901089100923,1438.4046061574686,W006
2026-03-23,882.7827828144306,283.710323786125,1492.5934523926203,W006
2026-03-30,875.9414626833095,268.24513657116233,1433.7281652344805,W006
2026-04-06,869.1001425569619,264.3793928927154,1470.6663277598864,W006
2026-04-13,862.2588224306144,283.5656291688506,1471.2559240709068,W006
2026-04-20,855.4175023008999,257.91644976630755,1448.7443160338864,W006
2026-04-27,848.576182169187,284.2657672097513,1412.7016585215745,W006
2026-05-04,841.7348620348903,259.34953056205933,1420.8842717547573,W006
2026-05-11,834.8935418972542,233.57146965789644,1412.805625090723,W006
2026-05-18,828.052221759618,264.6164981870194,1383.014763992865,W006
2026-05-25,821.2109016208817,187.9657955013559,1438.5770059902977,W006
2026-06-01,814.3695814809009,192.67640670130066,1426.9962818666645,W006
2026-06-08,807.5282613425949,232.78939240188237,1423.6460000569073,W006
2026-06-15,800.6869411997445,198.76690003222788,1406.8675888288344,W006
2026-06-22,793.8456210568942,200.51584127174024,1416.477207582563,W006
2026-06-29,787.0043009160715,184.74457235767113,1401.3053341497377,W006
2026-07-06,780.1629807780082,186.88232563749895,1372.8543985605243,W006
2026-07-13,773.3216606436471,197.04720919450543,1385.055347903466,W006
2026-07-20,766.4803405098102,144.32985127540456,1389.4652093247505,W006
2026-07-27,759.6390203759734,137.14799307735484,1359.8984606125207,W006
2026-08-03,752.7977002413871,178.96827450071868,1318.2882045664014,W006
2026-08-10,745.956380105855,178.70064856880887,1381.0569249601301,W006
2026-08-17,739.115059970376,126.26419927372726,1319.9397598309652,W006
2026-08-24,732.2737398348971,146.1730603463221,1320.4975387382285,W006
2026-08-31,725.4324196994181,157.68721460399374,1307.8744667055275,W006
2026-09-07,718.5910995639392,152.92340543269424,1305.707364653163,W006
2026-09-14,711.7497794284602,102.17169971604437,1290.4620333486891,W006
2026-09-21,704.9084592929812,98.70722555681479,1249.3841931285463,W006
2026-09-28,698.0671391575023,96.3728009867284,1333.538527480182,W006
2026-10-05,691.2258190220233,135.601867107651,1280.2575254324504,W006
2026-10-11,-347.5561086734756,-906.762261893273,203.2419438519532,W006
2026-10-18,-354.3974288077025,-969.6873552416712,243.90659043082206,W006
2026-10-25,-361.2387489457939,-941.3145208548896,179.54137575210115,W006
2026-11-01,-368.08006908002073,-964.8180125221554,175.4934423884076,W006
2026-11-08,-374.9213892161109,-955.2746507943955,210.28283776810875,W006
2026-11-15,-381.7627093503378,-977.5080022570284,183.26050990927973,W006
2026-11-22,-388.6040294845647,-984.2350806284087,205.8112852527423,W006
2026-11-29,-395.44534962065484,-984.5724924380221,229.42619665116825,W006
2026-12-06,-402.28666975488176,-978.864549334694,203.79577301285934,W006
2026-12-13,-409.1279898939048,-985.6387800739301,206.41784633083134,W006
2026-12-20,-415.96931002813164,-1007.0970602272719,156.48617953406503,W006
2026-12-27,-422.81063016329017,-1008.4865736044637,146.83432451453908,W006
2026-01-05,2065.621699937419,921.0010081961788,3247.7225696850855,W007
2026-01-12,2049.1711670794703,915.8527804237614,3109.744699463969,W007
2026-01-19,2032.7206342169704,956.1747187775944,3263.109146828484,W007
2026-01-26,2016.2701013528365,989.2877013537767,3131.2299982139075,W007
2026-02-02,1999.8195684887023,917.7366950912178,3088.355115684084,W007
2026-02-09,1983.369035613482,832.2979338547087,3007.076389303996,W007
2026-02-16,1966.918502738292,811.3802245143324,3111.829444611963,W007
2026-02-23,1950.4679698576379,919.2861367002198,3174.932781460393,W007
2026-03-02,1934.0174369660656,880.6430720869387,3088.866647342984,W007
2026-03-09,1917.5669040744936,830.1739506277288,3066.4516241021784,W007
2026-03-16,1901.1163711772451,777.9079645313391,3019.5998738930043,W007
2026-03-23,1884.6658382848807,656.6182935719364,3007.5256550546237,W007
2026-03-30,1868.2153053903007,835.4303959943949,2904.633787111218,W007
2026-04-06,1851.7647725042932,749.3301249173104,2930.0686645200703,W007
2026-04-13,1835.3142396182857,744.6835665191459,2952.4821970319776,W007
2026-04-20,1818.863706723043,781.1754174282449,2959.447709979512,W007
2026-04-27,1802.413173824367,716.1450880527035,2945.0733595036045,W007
2026-05-04,1785.9626409298585,680.6066988246981,2846.511094311789,W007
2026-05-11,1769.5121080378863,683.5659731530138,2900.0163873397964,W007
2026-05-18,1753.061575145914,581.2139989939477,2817.230205940049,W007
2026-05-25,1736.6110422503018,620.9552099818769,2862.8442469619113,W007
2026-06-01,1720.1605093501773,671.3773621816947,2848.4202733663114,W007
2026-06-08,1703.7099764498298,610.5731637168225,2831.6039617154624,W007
2026-06-15,1687.2594435483677,676.3908208165656,2800.703431036745,W007
2026-06-22,1670.8089106469058,536.2695816972323,2776.0922085027396,W007
2026-06-29,1654.3583777491833,524.1081876871016,2720.880581147133,W007
2026-07-06,1637.907844859829,530.1669648107638,2701.606198240078,W007
2026-07-13,1621.4573119599454,523.7113588212682,2759.1309667441915,W007
2026-07-20,1605.0067790681155,498.1416525134823,2670.7859091415867,W007
2026-07-27,1588.5562461762856,568.7860925805825,2728.9917185855797,W007
2026-08-03,1572.1057132941182,446.5035202671726,2666.763755339126,W007
2026-08-10,1555.6551804053165,416.0690789717623,2578.434962376341,W007
2026-08-17,1539.204647518222,464.0714230918233,2565.2217588170447,W007
2026-08-24,1522.7541146311273,375.92060374382766,2759.5423428093127,W007
2026-08-31,1506.3035817440327,298.54459465561035,2600.74652807388,W007
2026-09-07,1489.8530488569381,405.06580804157653,2593.625986066884,W007
2026-09-14,1473.4025159698435,363.50172260592296,2582.1168056029874,W007
2026-09-21,1456.9519830827492,401.1053983515096,2565.6740313012183,W007
2026-09-28,1440.5014501956546,324.76500281827197,2545.9272599327064,W007
2026-10-05,1424.0509173085602,302.733788868829,2561.2997618750824,W007
2026-10-11,-815.2625078668256,-1858.5129857287568,351.6206840753333,W007
2026-10-18,-831.7130407512229,-2031.3660684427791,270.2822290167125,W007
2026-10-25,-848.1635736439451,-1955.1142245455087,260.1515858158084,W007
2026-11-01,-864.6141065283423,-1972.2433493249257,225.79444760560128,W007
2026-11-08,-881.0646394167536,-2056.107902860796,197.9017068930247,W007
2026-11-15,-897.5151723011508,-2088.069115402166,158.62481969184577,W007
2026-11-22,-913.965705185548,-1987.5541996826723,255.21709351069742,W007
2026-11-29,-930.4162380739593,-2013.5824028730713,157.74661710935496,W007
2026-12-06,-946.8667709583565,-2086.5935353787117,191.65813841417042,W007
2026-12-13,-963.3173038530863,-2049.0314169479693,223.5985042533451,W007
2026-12-20,-979.7678367374833,-2120.165550625471,120.60770542505652,W007
2026-12-27,-996.2183696238874,-2125.8564124660006,112.40665719983666,W007
2026-01-05,5046.5259970215075,2263.124271388729,7708.769384663047,W008
2026-01-12,4978.982356926893,2307.503849754773,7755.774581352877,W008
2026-01-19,4911.438716827259,2199.889271089654,7822.316533865661,W008
2026-01-26,4843.895076715694,2045.3004324239519,7633.026767561818,W008
2026-02-02,4776.351436604128,2141.137661414683,7569.385062688738,W008
2026-02-09,4708.807796479159,2149.525903001233,7254.909370932889,W008
2026-02-16,4641.264156360635,1967.4937126331963,7322.997387467101,W008
2026-02-23,4573.720516233247,1912.723924751793,7432.178090496202,W008
2026-03-02,4506.1768761167,1785.6427174266685,7368.086831308827,W008
2026-03-09,4438.633236000155,1712.1962695865057,7165.79862382859,W008
2026-03-16,4371.089595880397,1770.9491387905782,7139.332052570705,W008
2026-03-23,4303.545955776276,1432.2016392133341,6920.398068571915,W008
2026-03-30,4236.002315663241,1401.3724236675969,6871.501756797695,W008
2026-04-06,4168.458675536996,1403.8649264963974,6839.435887952123,W008
2026-04-13,4100.915035410751,1331.7636351373167,6771.424494507104,W008
2026-04-20,4033.371395293331,1162.9255493380656,6768.27756542736,W008
2026-04-27,3965.82775518486,1306.661076196568,6577.384134774218,W008
2026-05-04,3898.2841150722893,984.4274499844571,6634.184370144563,W008
2026-05-11,3830.740474979054,1034.5554878222024,6686.930077461608,W008
2026-05-18,3763.196834885817,1254.00754020512,6663.963596235743,W008
2026-05-25,3695.6531947842172,845.5342360811112,6256.155736245219,W008
2026-06-01,3628.109554691057,994.4031028928647,6246.783325435595,W008
2026-06-08,3560.565914593788,1106.1828559344674,6275.9926212127975,W008
2026-06-15,3493.02227447342,833.6403733927202,6380.690073492821,W008
2026-06-22,3425.4786343530513,581.3347490568534,6267.163467292964,W008
2026-06-29,3357.9349942211475,646.5350979649498,6101.917975451579,W008
2026-07-06,3290.3913540868143,497.563049344163,5934.44096206078,W008
2026-07-13,3222.8477139332745,179.69681597912668,5868.657917260771,W008
2026-07-20,3155.3040737818546,402.3723135704679,5770.797724602065,W008
2026-07-27,3087.7604336304344,180.0311315002338,5898.377299202978,W008
2026-08-03,3020.2167934984554,379.9265163438193,5776.532797381457,W008
2026-08-10,2952.6731533672105,342.1595324988178,5741.802508292751,W008
2026-08-17,2885.129513219291,177.5622494067937,5518.041894616354,W008
