year,month,zone_id,zone_name,rainfall_mm,temperature_c,water_quality_index,food_hygiene_index,cases,prev_month_cases
2016,6,2,Manali,16.96,37.71,49.95,56.64,37,44.0
2016,7,2,Manali,47.44,31.26,61.21,61.52,35,37.0
2016,8,2,Manali,15.4,29.69,63.03,63.72,26,35.0
2016,9,2,Manali,13.59,30.05,58.11,64.77,27,26.0
2016,10,2,Manali,147.05,25.5,53.24,52.2,38,27.0
2016,11,2,Manali,346.35,24.02,39.04,57.99,58,38.0
2016,12,2,Manali,235.86,27.37,42.73,59.58,42,58.0
2017,1,2,Manali,365.57,25.41,39.57,58.93,43,42.0
2017,2,2,Manali,29.83,28.66,63.65,59.57,22,43.0
2017,3,2,Manali,22.1,31.57,55.91,59.99,28,22.0
2017,4,2,Manali,0.57,35.33,53.44,57.09,20,28.0
2017,5,2,Manali,11.48,40.57,43.24,57.42,37,20.0
2017,6,2,Manali,17.18,36.22,54.18,59.32,28,37.0
2017,7,2,Manali,20.91,32.37,57.5,60.63,28,28.0
2017,8,2,Manali,28.63,32.64,55.62,58.92,19,28.0
2017,9,2,Manali,33.78,30.04,56.61,64.56,21,19.0
2017,10,2,Manali,117.72,24.2,51.08,47.55,29,21.0
2017,11,2,Manali,216.19,26.33,41.4,55.45,30,29.0
2017,12,2,Manali,227.69,27.2,41.72,55.36,32,30.0
2018,1,2,Manali,321.01,27.92,37.74,56.59,32,32.0
2018,2,2,Manali,16.65,28.79,64.49,66.8,14,32.0
2018,3,2,Manali,43.59,31.65,60.75,60.07,17,14.0
2018,4,2,Manali,23.55,35.57,56.79,58.09,21,17.0
2018,5,2,Manali,28.43,35.13,52.7,63.99,20,21.0
2018,6,2,Manali,8.76,39.99,39.19,65.26,29,20.0
2018,7,2,Manali,48.44,28.31,60.77,59.19,9,29.0
2018,8,2,Manali,53.48,28.9,64.48,60.19,11,9.0
2018,9,2,Manali,38.99,29.41,57.79,62.05,16,11.0
2018,10,2,Manali,350.59,27.04,38.4,52.76,29,16.0
2018,11,2,Manali,144.92,27.25,54.46,47.57,14,29.0
2018,12,2,Manali,419.12,24.73,29.39,48.11,35,14.0
2019,1,2,Manali,445.16,28.1,26.02,50.75,30,35.0
2019,2,2,Manali,21.95,29.41,59.11,60.34,35,30.0
2019,3,2,Manali,34.6,30.86,57.38,65.94,22,35.0
2019,4,2,Manali,16.85,35.37,54.09,62.95,18,22.0
2019,5,2,Manali,28.52,37.27,45.72,56.04,33,18.0
2019,6,2,Manali,18.46,37.25,48.74,60.45,27,33.0
2019,7,2,Manali,29.2,32.27,62.49,60.72,14,27.0
2019,8,2,Manali,14.48,29.69,55.9,67.62,20,14.0
2019,9,2,Manali,16.06,28.43,64.09,59.94,16,20.0
2019,10,2,Manali,434.59,26.66,35.56,55.42,25,16.0
2019,11,2,Manali,358.4,25.68,35.43,50.19,35,25.0
2019,12,2,Manali,139.41,28.67,48.23,55.23,27,35.0
2020,1,2,Manali,186.1,26.66,49.62,48.86,30,27.0
2020,2,2,Manali,23.98,28.64,61.39,58.75,20,30.0
2020,3,2,Manali,43.1,30.32,61.31,62.5,17,20.0
2020,4,2,Manali,26.13,36.74,52.4,62.98,30,17.0
2020,5,2,Manali,0.02,41.49,34.85,59.81,33,30.0
2020,6,2,Manali,3.41,37.29,52.26,56.55,34,33.0
2020,7,2,Manali,49.72,28.49,57.71,66.55,25,34.0
2020,8,2,Manali,28.7,32.75,55.22,61.04,38,25.0
2020,9,2,Manali,19.17,31.79,55.22,66.17,27,38.0
2020,10,2,Manali,179.39,26.88,48.19,50.47,40,27.0
2020,11,2,Manali,248.57,25.55,48.15,51.73,44,40.0
2020,12,2,Manali,107.14,27.02,56.48,53.06,39,44.0
2021,1,2,Manali,313.4,24.98,35.84,60.06,45,39.0
2021,2,2,Manali,56.23,28.56,55.95,61.33,28,45.0
2021,3,2,Manali,31.8,31.15,58.41,61.01,25,28.0
2021,4,2,Manali,8.74,35.16,53.75,61.12,39,25.0
2021,5,2,Manali,21.12,37.94,48.07,57.93,32,39.0
2021,6,2,Manali,1.5,40.99,36.5,64.58,40,32.0
2021,7,2,Manali,42.35,30.32,59.95,62.28,38,40.0
2021,8,2,Manali,46.86,31.5,57.46,67.03,32,38.0
2021,9,2,Manali,19.31,28.63,56.38,65.48,24,32.0
2021,10,2,Manali,326.08,28.86,39.0,61.07,31,24.0
2021,11,2,Manali,390.56,28.75,32.5,52.69,36,31.0
2021,12,2,Manali,230.2,28.24,43.48,50.61,41,36.0
2022,1,2,Manali,167.81,25.31,47.12,56.48,35,41.0
2022,2,2,Manali,13.62,31.93,58.77,59.0,30,35.0
2022,3,2,Manali,18.33,30.64,60.9,60.98,11,30.0
2022,4,2,Manali,27.87,40.99,35.74,60.9,36,11.0
2022,5,2,Manali,26.31,40.94,34.33,60.01,51,36.0
2022,6,2,Manali,18.01,38.11,43.23,57.37,54,51.0
2022,7,2,Manali,55.34,30.42,59.6,63.66,24,54.0
2022,8,2,Manali,40.48,29.84,59.16,66.32,16,24.0
2022,9,2,Manali,28.84,32.48,57.75,60.73,20,16.0
2022,10,2,Manali,138.69,28.61,51.65,53.18,28,20.0
2022,11,2,Manali,449.5,26.17,26.86,52.07,48,28.0
2022,12,2,Manali,175.28,27.28,51.68,58.65,41,48.0
2023,1,2,Manali,167.39,27.73,44.88,58.83,60,41.0
2023,2,2,Manali,15.0,30.94,62.78,58.93,46,60.0
2023,3,2,Manali,44.72,32.16,63.46,64.78,60,46.0
2023,4,2,Manali,1.55,35.69,52.82,63.9,68,60.0
2023,5,2,Manali,17.8,35.87,55.29,56.41,74,68.0
2023,6,2,Manali,21.59,38.92,43.76,57.74,102,74.0
2023,7,2,Manali,32.94,30.97,57.67,64.46,78,102.0
2023,8,2,Manali,14.46,28.39,59.26,67.46,47,78.0
2023,9,2,Manali,10.39,30.7,62.94,60.66,50,47.0
2023,10,2,Manali,162.4,28.62,48.99,52.18,85,50.0
2023,11,2,Manali,569.78,25.55,24.85,50.06,112,85.0
2023,12,2,Manali,879.5,27.19,10.0,48.67,144,112.0
2024,1,2,Manali,132.07,24.56,55.64,51.84,66,144.0
2024,2,2,Manali,18.49,30.9,59.84,65.29,30,66.0
2024,3,2,Manali,40.96,30.29,60.67,66.99,23,30.0
2024,4,2,Manali,13.13,40.85,37.11,61.62,40,23.0
2024,5,2,Manali,25.35,38.82,44.63,60.7,28,40.0
2024,6,2,Manali,13.94,34.11,55.23,65.37,28,28.0
2024,7,2,Manali,50.68,31.09,63.38,63.16,18,28.0
2024,8,2,Manali,58.27,28.75,63.19,60.76,15,18.0
2024,9,2,Manali,35.57,31.18,61.6,60.89,12,15.0
2024,10,2,Manali,432.11,24.3,29.24,49.02,32,12.0
2024,11,2,Manali,110.16,24.2,55.72,51.25,28,32.0
2024,12,2,Manali,443.86,24.3,33.15,49.63,38,28.0
2015,1,3,Madhavaram,339.48,26.2,47.32,62.12,66,23.0
2015,2,3,Madhavaram,21.98,28.72,69.89,77.86,23,66.0
2015,3,3,Madhavaram,47.04,31.49,72.02,71.59,16,23.0
2015,4,3,Madhavaram,18.87,41.02,51.98,67.14,50,16.0
2015,5,3,Madhavaram,4.88,41.29,52.64,71.14,64,50.0
2015,6,3,Madhavaram,26.21,41.37,45.67,75.76,77,64.0
2015,7,3,Madhavaram,20.08,28.82,66.64,76.15,39,77.0
2015,8,3,Madhavaram,34.92,30.09,74.15,71.62,22,39.0
2015,9,3,Madhavaram,29.16,30.59,65.47,69.66,32,22.0
2015,10,3,Madhavaram,114.73,24.09,61.63,56.97,51,32.0
2015,11,3,Madhavaram,550.48,27.54,34.12,65.79,79,51.0
2015,12,3,Madhavaram,523.55,24.8,32.29,64.04,83,79.0
2016,1,3,Madhavaram,335.41,26.22,44.41,61.24,56,83.0
2016,2,3,Madhavaram,55.0,29.77,67.37,75.81,20,56.0
2016,3,3,Madhavaram,25.23,28.4,69.03,69.74,17,20.0
2016,4,3,Madhavaram,2.54,39.73,48.52,67.76,47,17.0
2016,5,3,Madhavaram,2.79,38.71,57.31,66.24,38,47.0
2016,6,3,Madhavaram,6.76,36.01,64.59,68.98,29,38.0
2016,7,3,Madhavaram,58.96,31.17,66.26,74.76,14,29.0
2016,8,3,Madhavaram,56.59,29.99,65.87,74.17,7,14.0
2016,9,3,Madhavaram,20.89,32.94,69.54,74.88,6,7.0
2016,10,3,Madhavaram,203.12,24.07,59.8,63.03,14,6.0
2016,11,3,Madhavaram,204.32,24.53,57.82,55.66,26,14.0
2016,12,3,Madhavaram,411.55,27.54,39.04,62.46,40,26.0
2017,1,3,Madhavaram,373.13,26.38,42.17,63.94,25,40.0
2017,2,3,Madhavaram,53.57,31.36,72.97,70.5,13,25.0
2017,3,3,Madhavaram,10.69,29.24,67.14,70.71,8,13.0
2017,4,3,Madhavaram,15.58,38.86,50.99,70.68,15,8.0
2017,5,3,Madhavaram,28.17,39.09,52.42,68.29,24,15.0
2017,6,3,Madhavaram,0.95,37.39,60.91,76.39,21,24.0
2017,7,3,Madhavaram,47.51,28.76,69.58,71.51,6,21.0
2017,8,3,Madhavaram,17.52,32.84,69.47,73.02,9,6.0
2017,9,3,Madhavaram,30.88,28.58,71.13,77.38,4,9.0
2017,10,3,Madhavaram,375.58,25.53,45.84,66.57,15,4.0
2017,11,3,Madhavaram,161.13,25.48,63.91,56.87,23,15.0
2017,12,3,Madhavaram,418.97,24.1,37.64,67.51,29,23.0
2018,1,3,Madhavaram,177.17,27.13,55.04,57.88,25,29.0
2018,2,3,Madhavaram,43.46,30.42,69.18,71.58,13,25.0
2018,3,3,Madhavaram,31.37,31.23,72.45,70.32,11,13.0
2018,4,3,Madhavaram,22.56,38.1,58.65,76.35,12,11.0
2018,5,3,Madhavaram,10.28,39.02,51.4,76.42,23,12.0
2018,6,3,Madhavaram,26.94,38.2,54.92,68.93,15,23.0
2018,7,3,Madhavaram,51.71,28.59,65.45,72.38,14,15.0
2018,8,3,Madhavaram,29.69,31.04,69.45,75.42,4,14.0
2018,9,3,Madhavaram,17.73,30.2,70.1,70.59,6,4.0
2018,10,3,Madhavaram,173.84,28.21,61.85,67.3,8,6.0
2018,11,3,Madhavaram,389.24,27.51,39.6,62.68,21,8.0
2018,12,3,Madhavaram,364.19,25.55,44.78,68.36,18,21.0
2019,1,3,Madhavaram,425.07,26.48,41.12,61.66,28,18.0
2019,2,3,Madhavaram,26.93,28.04,71.8,76.25,7,28.0
2019,3,3,Madhavaram,15.34,29.19,74.49,71.05,3,7.0
2019,4,3,Madhavaram,29.1,34.18,72.35,66.96,7,3.0
2019,5,3,Madhavaram,15.26,35.94,60.85,66.18,14,7.0
2019,6,3,Madhavaram,1.66,38.3,61.43,75.31,13,14.0
2019,7,3,Madhavaram,56.04,30.91,70.33,73.96,7,13.0
2019,8,3,Madhavaram,21.18,32.67,68.45,69.61,5,7.0
2019,9,3,Madhavaram,39.95,28.36,67.27,77.31,3,5.0
2019,10,3,Madhavaram,394.89,25.81,43.38,58.38,22,3.0
2019,11,3,Madhavaram,328.9,27.09,43.93,60.81,34,22.0
2019,12,3,Madhavaram,259.71,24.85,52.78,61.8,26,34.0
2020,1,3,Madhavaram,358.35,24.95,43.26,65.88,43,26.0
2020,2,3,Madhavaram,26.98,31.54,70.57,70.56,22,43.0
2020,3,3,Madhavaram,36.43,32.05,72.36,74.64,6,22.0
2020,4,3,Madhavaram,17.34,39.99,47.75,63.71,43,6.0
2020,5,3,Madhavaram,29.59,36.52,58.5,74.62,33,43.0
2020,6,3,Madhavaram,25.9,40.18,54.68,74.85,29,33.0
2020,7,3,Madhavaram,45.38,28.16,73.7,69.39,9,29.0
2020,8,3,Madhavaram,22.61,30.67,73.24,69.03,11,9.0
2020,9,3,Madhavaram,44.8,29.71,66.08,68.7,14,11.0
2020,10,3,Madhavaram,190.28,26.46,55.65,59.2,16,14.0
2020,11,3,Madhavaram,308.66,28.58,46.28,66.64,30,16.0
2020,12,3,Madhavaram,177.52,24.17,56.06,67.0,30,30.0
2021,1,3,Madhavaram,214.65,25.05,50.89,64.79,26,30.0
2021,2,3,Madhavaram,39.26,30.21,65.34,71.2,20,26.0
2021,3,3,Madhavaram,38.98,29.43,68.67,68.84,5,20.0
2021,4,3,Madhavaram,16.2,37.69,58.69,72.4,14,5.0
2021,5,3,Madhavaram,1.27,39.07,52.84,74.47,18,14.0
2021,6,3,Madhavaram,8.94,34.09,70.5,70.26,13,18.0
2021,7,3,Madhavaram,35.83,31.68,70.57,77.29,5,13.0
2021,8,3,Madhavaram,56.94,31.61,66.9,72.42,7,5.0
2021,9,3,Madhavaram,47.31,31.02,71.86,68.18,3,7.0
2021,10,3,Madhavaram,296.19,25.66,53.74,66.67,18,3.0
2021,11,3,Madhavaram,404.64,26.79,40.96,60.09,35,18.0
2021,12,3,Madhavaram,158.85,28.86,64.22,60.2,26,35.0
2022,1,3,Madhavaram,303.22,27.87,53.1,62.42,27,26.0
2022,2,3,Madhavaram,54.39,32.79,73.68,68.02,13,27.0
2022,3,3,Madhavaram,11.32,31.7,68.18,75.96,10,13.0
2022,4,3,Madhavaram,27.08,41.7,50.29,69.98,21,10.0
2022,5,3,Madhavaram,19.54,35.23,63.13,72.27,15,21.0
2022,6,3,Madhavaram,25.66,34.74,66.4,69.95,10,15.0
2022,7,3,Madhavaram,51.56,28.08,67.73,68.02,11,10.0
2022,8,3,Madhavaram,43.61,29.26,68.25,76.35,6,11.0
2022,9,3,Madhavaram,31.92,31.63,73.95,74.74,3,6.0
2022,10,3,Madhavaram,230.13,25.22,53.85,65.52,25,3.0
2022,11,3,Madhavaram,390.11,27.02,44.57,64.88,23,25.0
2022,12,3,Madhavaram,376.04,25.76,40.26,65.19,38,23.0
2023,1,3,Madhavaram,266.33,26.25,53.48,62.36,58,38.0
2023,2,3,Madhavaram,39.68,32.43,71.71,77.82,29,58.0
2023,3,3,Madhavaram,55.69,32.84,73.47,71.1,16,29.0
2023,4,3,Madhavaram,16.48,36.18,59.82,75.27,33,16.0
2023,5,3,Madhavaram,4.85,36.34,61.13,72.53,30,33.0
2023,6,3,Madhavaram,12.59,35.51,70.18,72.28,39,30.0
2023,7,3,Madhavaram,22.6,32.77,69.83,71.32,22,39.0
2023,8,3,Madhavaram,15.04,31.03,71.8,74.43,21,22.0
2023,9,3,Madhavaram,42.75,30.23,68.47,76.36,21,21.0
2023,10,3,Madhavaram,187.63,26.71,52.85,64.85,45,21.0
2023,11,3,Madhavaram,587.52,24.53,34.57,66.93,66,45.0
2023,12,3,Madhavaram,420.01,25.0,39.55,64.19,72,66.0
2024,1,3,Madhavaram,191.98,24.23,55.71,65.4,23,72.0
2024,2,3,Madhavaram,24.67,29.06,67.66,68.95,12,23.0
2024,3,3,Madhavaram,18.04,31.67,69.31,72.46,6,12.0
2024,4,3,Madhavaram,27.83,34.76,69.82,68.41,7,6.0
2024,5,3,Madhavaram,19.83,39.29,56.64,68.26,19,7.0
2024,6,3,Madhavaram,2.6,38.74,52.69,69.89,31,19.0
2024,7,3,Madhavaram,11.81,32.28,67.31,76.49,9,31.0
2024,8,3,Madhavaram,39.28,29.74,71.57,68.16,7,9.0
2024,9,3,Madhavaram,41.97,32.36,69.09,69.7,7,7.0
2024,10,3,Madhavaram,225.35,24.96,51.85,65.85,20,7.0
2024,11,3,Madhavaram,313.68,25.12,50.37,64.21,22,20.0
2024,12,3,Madhavaram,403.59,25.64,44.08,61.55,22,22.0
2015,1,4,Tondiarpet,331.88,25.56,33.34,44.65,91,48.0
2015,2,4,Tondiarpet,48.08,29.19,57.28,56.68,74,91.0
2015,3,4,Tondiarpet,50.51,32.34,59.13,58.11,65,74.0
2015,4,4,Tondiarpet,24.21,41.92,29.95,58.7,115,65.0
2015,5,4,Tondiarpet,27.98,40.93,29.48,56.54,122,115.0
2015,6,4,Tondiarpet,6.28,36.96,47.29,54.27,106,122.0
2015,7,4,Tondiarpet,27.94,32.39,53.92,61.17,76,106.0
2015,8,4,Tondiarpet,10.65,31.32,51.78,62.61,58,76.0
2015,9,4,Tondiarpet,40.16,29.23,53.89,55.89,62,58.0
2015,10,4,Tondiarpet,432.49,27.93,25.34,55.9,120,62.0
2015,11,4,Tondiarpet,886.74,28.84,10.0,48.09,99,120.0
2015,12,4,Tondiarpet,729.35,26.49,10.0,44.73,143,99.0
2016,1,4,Tondiarpet,316.25,28.34,29.22,51.6,89,143.0
2016,2,4,Tondiarpet,31.19,31.34,50.96,59.24,51,89.0
2016,3,4,Tondiarpet,58.78,31.2,58.22,54.33,39,51.0
2016,4,4,Tondiarpet,10.6,36.37,50.63,57.87,36,39.0
2016,5,4,Tondiarpet,16.82,38.83,43.57,52.32,60,36.0
2016,6,4,Tondiarpet,21.24,38.35,41.54,57.44,66,60.0
2016,7,4,Tondiarpet,13.48,28.87,58.56,55.27,49,66.0
2016,8,4,Tondiarpet,35.37,32.37,54.94,60.02,34,49.0
2016,9,4,Tondiarpet,11.55,29.94,51.6,53.23,42,34.0
2016,10,4,Tondiarpet,369.12,27.29,33.85,46.47,41,42.0
2016,11,4,Tondiarpet,260.19,25.04,36.35,44.84,58,41.0
2016,12,4,Tondiarpet,147.0,28.79,42.62,47.71,56,58.0
2017,1,4,Tondiarpet,399.26,25.04,24.07,56.7,45,56.0
