year,month,zone_id,zone_name,rainfall_mm,temperature_c,humidity_percent,mosquito_index,cases,prev_month_cases
2025,12,2,Manali,265.79,27.08,86.91,0.889,48140,22767.0
2021,1,3,Madhavaram,1.72,26.07,78.19,0.438,1508,0.0
2021,2,3,Madhavaram,44.8,24.88,66.36,0.453,1752,1508.0
2021,3,3,Madhavaram,32.1,25.29,61.68,0.417,1872,1752.0
2021,4,3,Madhavaram,11.82,32.3,50.61,0.38,2034,1872.0
2021,5,3,Madhavaram,2.02,32.76,50.36,0.35,2012,2034.0
2021,6,3,Madhavaram,18.94,38.03,69.72,0.356,1975,2012.0
2021,7,3,Madhavaram,1.13,38.5,67.29,0.301,1912,1975.0
2021,8,3,Madhavaram,7.29,37.52,60.07,0.304,1912,1912.0
2021,9,3,Madhavaram,332.34,27.86,86.14,0.902,4457,1912.0
2021,10,3,Madhavaram,297.15,26.56,78.03,0.843,7986,4457.0
2021,11,3,Madhavaram,224.59,29.57,83.38,0.925,14346,7986.0
2021,12,3,Madhavaram,209.03,29.74,80.89,0.918,24631,14346.0
2022,1,3,Madhavaram,34.73,28.72,65.44,0.506,7811,24631.0
2022,2,3,Madhavaram,14.82,24.34,64.67,0.375,2974,7811.0
2022,3,3,Madhavaram,43.36,30.7,74.17,0.569,2382,2974.0
2022,4,3,Madhavaram,19.68,39.15,58.19,0.289,2014,2382.0
2022,5,3,Madhavaram,16.3,39.16,51.6,0.256,1916,2014.0
2022,6,3,Madhavaram,19.4,33.89,59.08,0.397,2028,1916.0
2022,7,3,Madhavaram,15.65,37.91,61.34,0.319,2078,2028.0
2022,8,3,Madhavaram,0.87,39.61,62.66,0.26,1944,2078.0
2022,9,3,Madhavaram,212.59,26.74,90.12,0.895,5077,1944.0
2022,10,3,Madhavaram,114.54,25.29,94.9,0.714,8819,5077.0
2022,11,3,Madhavaram,270.06,25.42,75.83,0.812,16187,8819.0
2022,12,3,Madhavaram,304.45,27.53,79.27,0.868,30358,16187.0
2023,1,3,Madhavaram,29.91,31.99,74.71,0.519,9716,30358.0
2023,2,3,Madhavaram,28.27,31.78,69.28,0.498,3979,9716.0
2023,3,3,Madhavaram,13.85,25.13,79.67,0.449,2355,3979.0
2023,4,3,Madhavaram,18.77,38.13,67.42,0.345,2194,2355.0
2023,5,3,Madhavaram,17.85,36.86,58.87,0.334,2105,2194.0
2023,6,3,Madhavaram,1.42,34.84,51.6,0.312,2120,2105.0
2023,7,3,Madhavaram,0.62,33.28,57.76,0.367,2119,2120.0
2023,8,3,Madhavaram,15.29,39.65,61.47,0.283,1938,2119.0
2023,9,3,Madhavaram,130.73,27.52,92.77,0.783,4577,1938.0
2023,10,3,Madhavaram,204.13,29.25,91.44,0.951,10282,4577.0
2023,11,3,Madhavaram,114.46,29.71,94.16,0.8,18295,10282.0
2023,12,3,Madhavaram,157.17,26.11,87.69,0.787,30802,18295.0
2024,1,3,Madhavaram,38.28,27.33,60.0,0.463,8764,30802.0
2024,2,3,Madhavaram,41.95,29.63,60.23,0.517,3749,8764.0
2024,3,3,Madhavaram,14.37,31.75,73.14,0.486,2433,3749.0
2024,4,3,Madhavaram,14.86,36.17,64.76,0.365,2126,2433.0
2024,5,3,Madhavaram,13.47,37.55,53.59,0.29,1955,2126.0
2024,6,3,Madhavaram,7.76,39.21,66.07,0.296,1919,1955.0
2024,7,3,Madhavaram,5.44,34.11,63.85,0.384,2182,1919.0
2024,8,3,Madhavaram,4.23,39.85,69.91,0.291,2027,2182.0
2024,9,3,Madhavaram,217.28,25.5,80.37,0.832,4848,2027.0
2024,10,3,Madhavaram,193.04,25.71,88.23,0.853,9938,4848.0
2024,11,3,Madhavaram,194.94,26.96,91.03,0.893,19685,9938.0
2024,12,3,Madhavaram,167.91,25.92,78.81,0.77,32275,19685.0
2025,1,3,Madhavaram,22.96,31.46,66.07,0.481,9237,32275.0
2025,2,3,Madhavaram,16.26,26.18,60.79,0.399,3401,9237.0
2025,3,3,Madhavaram,4.18,30.02,64.22,0.465,2185,3401.0
2025,4,3,Madhavaram,11.51,34.21,58.58,0.373,2190,2185.0
2025,5,3,Madhavaram,14.24,34.04,57.13,0.376,2168,2190.0
2025,6,3,Madhavaram,6.32,38.13,51.14,0.255,1964,2168.0
2025,7,3,Madhavaram,2.49,39.77,67.5,0.28,1890,1964.0
2025,8,3,Madhavaram,0.97,32.35,51.96,0.363,2001,1890.0
2025,9,3,Madhavaram,133.25,29.75,78.17,0.774,4727,2001.0
2025,10,3,Madhavaram,170.82,29.06,83.01,0.855,9743,4727.0
2025,11,3,Madhavaram,182.9,28.23,85.01,0.87,18714,9743.0
2025,12,3,Madhavaram,148.93,28.24,91.41,0.828,32925,18714.0
2021,1,4,Tondiarpet,26.0,25.48,70.93,0.445,3060,0.0
2021,2,4,Tondiarpet,40.9,24.06,77.21,0.472,2069,3060.0
2021,3,4,Tondiarpet,0.46,29.31,62.03,0.435,1856,2069.0
2021,4,4,Tondiarpet,2.54,38.16,60.44,0.284,1789,1856.0
2021,5,4,Tondiarpet,6.38,32.19,66.9,0.437,2035,1789.0
2021,6,4,Tondiarpet,15.54,35.39,61.17,0.368,2039,2035.0
2021,7,4,Tondiarpet,18.9,33.98,66.99,0.426,2040,2039.0
2021,8,4,Tondiarpet,17.47,32.49,68.42,0.459,2059,2040.0
2021,9,4,Tondiarpet,146.76,27.13,81.47,0.762,4004,2059.0
2021,10,4,Tondiarpet,108.38,28.81,86.4,0.739,6333,4004.0
2021,11,4,Tondiarpet,258.07,28.32,75.26,0.867,10169,6333.0
2021,12,4,Tondiarpet,317.12,29.47,84.75,0.928,16736,10169.0
2022,1,4,Tondiarpet,45.87,31.6,62.74,0.511,5478,16736.0
2022,2,4,Tondiarpet,33.98,31.6,64.37,0.493,2802,5478.0
2022,3,4,Tondiarpet,30.93,25.27,75.05,0.467,2165,2802.0
2022,4,4,Tondiarpet,0.62,34.95,63.03,0.354,2122,2165.0
2022,5,4,Tondiarpet,9.05,36.21,62.87,0.345,2070,2122.0
2022,6,4,Tondiarpet,10.4,38.63,56.74,0.275,1908,2070.0
2022,7,4,Tondiarpet,6.54,38.46,63.35,0.297,1950,1908.0
2022,8,4,Tondiarpet,17.68,33.7,54.56,0.38,2058,1950.0
2022,9,4,Tondiarpet,331.79,27.0,79.69,0.859,4924,2058.0
2022,10,4,Tondiarpet,130.35,25.51,81.07,0.695,7947,4924.0
2022,11,4,Tondiarpet,117.81,29.78,75.24,0.732,12463,7947.0
2022,12,4,Tondiarpet,235.56,27.54,86.81,0.898,22353,12463.0
2023,1,4,Tondiarpet,21.06,30.29,72.72,0.527,6891,22353.0
2023,2,4,Tondiarpet,5.7,25.8,63.02,0.38,2674,6891.0
2023,3,4,Tondiarpet,44.7,25.22,73.09,0.486,2090,2674.0
2023,4,4,Tondiarpet,5.21,37.37,68.14,0.336,2023,2090.0
2023,5,4,Tondiarpet,14.05,36.1,54.75,0.325,1916,2023.0
2023,6,4,Tondiarpet,13.57,36.75,57.24,0.321,2023,1916.0
2023,7,4,Tondiarpet,18.0,39.65,52.32,0.252,1848,2023.0
2023,8,4,Tondiarpet,17.08,38.78,58.78,0.294,1960,1848.0
2023,9,4,Tondiarpet,256.2,28.41,76.44,0.874,4642,1960.0
2023,10,4,Tondiarpet,218.07,26.08,92.6,0.892,9291,4642.0
2023,11,4,Tondiarpet,118.9,26.13,82.31,0.69,13372,9291.0
2023,12,4,Tondiarpet,282.22,27.14,76.91,0.851,22852,13372.0
2024,1,4,Tondiarpet,48.65,26.43,64.52,0.484,6610,22852.0
2024,2,4,Tondiarpet,40.86,31.74,70.93,0.531,3004,6610.0
2024,3,4,Tondiarpet,3.78,26.38,79.03,0.451,2050,3004.0
2024,4,4,Tondiarpet,18.42,36.31,61.69,0.357,2006,2050.0
2024,5,4,Tondiarpet,3.31,37.75,50.04,0.252,1897,2006.0
2024,6,4,Tondiarpet,17.55,36.33,57.79,0.34,2105,1897.0
2024,7,4,Tondiarpet,6.49,33.53,55.39,0.364,2088,2105.0
2024,8,4,Tondiarpet,14.3,32.43,61.86,0.428,2151,2088.0
2024,9,4,Tondiarpet,343.27,29.84,90.19,0.958,5326,2151.0
2024,10,4,Tondiarpet,169.66,25.91,79.37,0.775,9306,5326.0
2024,11,4,Tondiarpet,293.19,28.39,79.74,0.887,16933,9306.0
2024,12,4,Tondiarpet,307.74,28.67,77.4,0.883,29448,16933.0
2025,1,4,Tondiarpet,34.19,24.26,70.63,0.436,7462,29448.0
2025,2,4,Tondiarpet,33.55,31.57,76.11,0.54,3349,7462.0
2025,3,4,Tondiarpet,22.11,27.16,66.69,0.454,2202,3349.0
2025,4,4,Tondiarpet,13.85,37.0,54.67,0.306,2026,2202.0
2025,5,4,Tondiarpet,1.7,35.04,60.98,0.347,2026,2026.0
2025,6,4,Tondiarpet,13.51,38.05,57.92,0.298,1933,2026.0
2025,7,4,Tondiarpet,0.81,36.13,58.11,0.311,1948,1933.0
2025,8,4,Tondiarpet,12.91,39.57,50.91,0.238,1884,1948.0
2025,9,4,Tondiarpet,347.88,26.78,79.17,0.852,4512,1884.0
2025,10,4,Tondiarpet,333.19,25.77,75.4,0.817,8482,4512.0
2025,11,4,Tondiarpet,178.02,29.31,91.05,0.906,15648,8482.0
2025,12,4,Tondiarpet,164.16,27.56,90.04,0.84,25874,15648.0
2021,1,5,Royapuram,29.89,24.71,78.44,0.468,2455,0.0
2021,2,5,Royapuram,11.11,26.7,62.4,0.406,1857,2455.0
2021,3,5,Royapuram,32.6,29.7,64.49,0.517,1725,1857.0
2021,4,5,Royapuram,1.71,36.25,51.03,0.283,1713,1725.0
2021,5,5,Royapuram,2.36,37.03,63.93,0.32,1791,1713.0
2021,6,5,Royapuram,9.85,35.75,50.23,0.306,1647,1791.0
2021,7,5,Royapuram,19.08,33.83,62.12,0.41,1814,1647.0
2021,8,5,Royapuram,14.97,33.67,53.69,0.371,1776,1814.0
2021,9,5,Royapuram,128.71,26.44,87.21,0.735,2965,1776.0
2021,10,5,Royapuram,305.31,29.23,77.21,0.893,4371,2965.0
2021,11,5,Royapuram,121.34,27.51,94.94,0.773,5294,4371.0
2021,12,5,Royapuram,105.62,27.71,80.37,0.687,5594,5294.0
2022,1,5,Royapuram,27.1,29.86,77.46,0.561,2567,5594.0
2022,2,5,Royapuram,20.88,31.56,77.58,0.521,1923,2567.0
2022,3,5,Royapuram,1.46,25.03,76.52,0.41,1727,1923.0
2022,4,5,Royapuram,19.36,38.95,53.71,0.275,1774,1727.0
2022,5,5,Royapuram,1.21,33.28,54.94,0.357,1877,1774.0
2022,6,5,Royapuram,12.34,33.34,64.14,0.415,1850,1877.0
2022,7,5,Royapuram,8.71,32.96,66.36,0.424,1906,1850.0
2022,8,5,Royapuram,16.8,34.83,68.0,0.409,1863,1906.0
2022,9,5,Royapuram,310.51,28.12,85.42,0.904,3597,1863.0
2022,10,5,Royapuram,227.36,29.07,94.93,0.961,6043,3597.0
2022,11,5,Royapuram,174.13,28.87,81.99,0.854,8289,6043.0
2022,12,5,Royapuram,272.22,28.18,92.47,0.933,11710,8289.0
2023,1,5,Royapuram,41.99,28.57,67.68,0.526,3522,11710.0
2023,2,5,Royapuram,28.06,24.92,70.47,0.436,2048,3522.0
2023,3,5,Royapuram,4.17,30.43,77.65,0.51,1832,2048.0
2023,4,5,Royapuram,8.94,38.92,59.21,0.276,1760,1832.0
2023,5,5,Royapuram,9.75,39.6,63.04,0.28,1759,1760.0
2023,6,5,Royapuram,17.47,32.96,64.48,0.434,1956,1759.0
2023,7,5,Royapuram,12.06,39.87,66.53,0.293,1776,1956.0
2023,8,5,Royapuram,17.67,36.08,58.97,0.35,1830,1776.0
2023,9,5,Royapuram,305.63,27.76,91.08,0.92,3697,1830.0
2023,10,5,Royapuram,173.83,28.26,77.73,0.824,5532,3697.0
2023,11,5,Royapuram,255.6,27.89,90.63,0.92,8050,5532.0
2023,12,5,Royapuram,172.22,29.6,82.96,0.868,10726,8050.0
2024,1,5,Royapuram,0.07,31.73,74.59,0.464,3068,10726.0
2024,2,5,Royapuram,35.92,25.43,77.25,0.49,2023,3068.0
2024,3,5,Royapuram,31.18,26.14,72.97,0.477,1773,2023.0
2024,4,5,Royapuram,17.91,38.3,63.33,0.323,1784,1773.0
2024,5,5,Royapuram,3.23,32.15,51.67,0.37,1788,1784.0
2024,6,5,Royapuram,12.97,35.0,51.48,0.332,1841,1788.0
2024,7,5,Royapuram,11.91,37.3,55.29,0.299,1820,1841.0
2024,8,5,Royapuram,13.55,39.53,57.46,0.266,1697,1820.0
2024,9,5,Royapuram,299.57,26.5,81.53,0.856,3341,1697.0
2024,10,5,Royapuram,331.78,27.86,94.4,0.935,5481,3341.0
2024,11,5,Royapuram,196.83,25.1,76.32,0.801,7319,5481.0
2024,12,5,Royapuram,223.2,27.98,81.0,0.884,9926,7319.0
2025,1,5,Royapuram,8.06,31.77,73.13,0.473,3029,9926.0
2025,2,5,Royapuram,13.3,24.21,79.81,0.43,1927,3029.0
2025,3,5,Royapuram,28.6,30.08,76.11,0.56,1791,1927.0
2025,4,5,Royapuram,1.2,36.85,52.62,0.276,1796,1791.0
2025,5,5,Royapuram,4.81,34.52,51.9,0.327,1730,1796.0
2025,6,5,Royapuram,18.69,32.96,55.02,0.398,1859,1730.0
2025,7,5,Royapuram,13.45,38.48,59.63,0.296,1872,1859.0
2025,8,5,Royapuram,1.54,33.02,53.4,0.356,1780,1872.0
2025,9,5,Royapuram,204.6,27.97,82.16,0.888,3562,1780.0
2025,10,5,Royapuram,241.15,28.4,88.26,0.921,5813,3562.0
2025,11,5,Royapuram,182.21,28.76,88.25,0.893,8199,5813.0
2025,12,5,Royapuram,348.93,29.6,83.71,0.927,11342,8199.0
2021,1,6,Thiru-Vi-Ka Nagar,16.27,26.17,67.77,0.427,1531,0.0
2021,2,6,Thiru-Vi-Ka Nagar,25.94,26.91,74.06,0.486,1667,1531.0
2021,3,6,Thiru-Vi-Ka Nagar,37.32,30.79,72.99,0.551,1766,1667.0
2021,4,6,Thiru-Vi-Ka Nagar,14.52,36.13,69.52,0.385,1772,1766.0
2021,5,6,Thiru-Vi-Ka Nagar,16.07,33.42,55.64,0.386,1829,1772.0
2021,6,6,Thiru-Vi-Ka Nagar,2.35,37.97,62.98,0.297,1743,1829.0
2021,7,6,Thiru-Vi-Ka Nagar,7.16,37.37,52.27,0.276,1708,1743.0
2021,8,6,Thiru-Vi-Ka Nagar,12.37,35.7,57.38,0.34,1782,1708.0
2021,9,6,Thiru-Vi-Ka Nagar,220.29,25.26,85.65,0.848,3156,1782.0
2021,10,6,Thiru-Vi-Ka Nagar,299.32,26.15,78.0,0.835,4487,3156.0
2021,11,6,Thiru-Vi-Ka Nagar,287.49,29.49,79.2,0.907,5976,4487.0
2021,12,6,Thiru-Vi-Ka Nagar,134.84,29.92,91.7,0.835,7087,5976.0
2022,1,6,Thiru-Vi-Ka Nagar,34.61,26.0,76.98,0.497,2642,7087.0
2022,2,6,Thiru-Vi-Ka Nagar,8.35,25.85,79.82,0.453,1972,2642.0
2022,3,6,Thiru-Vi-Ka Nagar,8.04,30.66,76.36,0.508,1819,1972.0
2022,4,6,Thiru-Vi-Ka Nagar,16.9,37.01,65.22,0.354,1772,1819.0
2022,5,6,Thiru-Vi-Ka Nagar,19.52,33.46,56.74,0.397,1897,1772.0
2022,6,6,Thiru-Vi-Ka Nagar,14.73,35.8,63.28,0.367,1904,1897.0
2022,7,6,Thiru-Vi-Ka Nagar,6.49,35.17,57.33,0.339,1852,1904.0
2022,8,6,Thiru-Vi-Ka Nagar,5.5,35.39,66.45,0.369,1869,1852.0
2022,9,6,Thiru-Vi-Ka Nagar,131.93,28.91,91.52,0.808,3504,1869.0
2022,10,6,Thiru-Vi-Ka Nagar,255.97,27.13,85.54,0.885,5454,3504.0
2022,11,6,Thiru-Vi-Ka Nagar,143.53,28.3,76.97,0.761,6993,5454.0
2022,12,6,Thiru-Vi-Ka Nagar,215.39,26.23,75.19,0.825,8905,6993.0
2023,1,6,Thiru-Vi-Ka Nagar,18.11,24.21,66.69,0.387,2584,8905.0
2023,2,6,Thiru-Vi-Ka Nagar,3.38,28.35,74.16,0.47,1814,2584.0
2023,3,6,Thiru-Vi-Ka Nagar,20.89,29.34,79.68,0.547,1831,1814.0
2023,4,6,Thiru-Vi-Ka Nagar,19.54,35.38,52.21,0.34,1889,1831.0
2023,5,6,Thiru-Vi-Ka Nagar,10.13,32.57,62.68,0.42,1872,1889.0
2023,6,6,Thiru-Vi-Ka Nagar,10.68,32.09,52.84,0.391,1863,1872.0
2023,7,6,Thiru-Vi-Ka Nagar,6.81,33.23,60.83,0.392,1879,1863.0
2023,8,6,Thiru-Vi-Ka Nagar,0.38,37.5,59.54,0.289,1802,1879.0
2023,9,6,Thiru-Vi-Ka Nagar,293.84,27.48,80.43,0.871,3508,1802.0
2023,10,6,Thiru-Vi-Ka Nagar,261.21,28.57,82.9,0.903,5567,3508.0
2023,11,6,Thiru-Vi-Ka Nagar,258.99,28.37,82.76,0.898,7976,5567.0
2023,12,6,Thiru-Vi-Ka Nagar,198.11,29.59,90.09,0.948,11642,7976.0
2024,1,6,Thiru-Vi-Ka Nagar,37.09,27.38,76.97,0.53,3471,11642.0
2024,2,6,Thiru-Vi-Ka Nagar,19.83,30.92,62.63,0.472,1973,3471.0
2024,3,6,Thiru-Vi-Ka Nagar,35.33,26.5,72.2,0.49,1776,1973.0
2024,4,6,Thiru-Vi-Ka Nagar,4.97,35.42,64.11,0.358,1815,1776.0
2024,5,6,Thiru-Vi-Ka Nagar,4.83,32.84,57.09,0.381,1814,1815.0
2024,6,6,Thiru-Vi-Ka Nagar,19.94,34.57,61.18,0.393,1825,1814.0
2024,7,6,Thiru-Vi-Ka Nagar,15.22,32.71,53.75,0.391,1889,1825.0
2024,8,6,Thiru-Vi-Ka Nagar,13.82,37.19,63.94,0.34,1796,1889.0
2024,9,6,Thiru-Vi-Ka Nagar,164.12,28.37,82.11,0.824,3308,1796.0
2024,10,6,Thiru-Vi-Ka Nagar,299.43,25.44,82.35,0.838,5126,3308.0
2024,11,6,Thiru-Vi-Ka Nagar,293.81,26.73,79.69,0.853,7249,5126.0
2024,12,6,Thiru-Vi-Ka Nagar,129.15,29.51,85.93,0.792,8955,7249.0
2025,1,6,Thiru-Vi-Ka Nagar,3.42,24.93,68.35,0.379,2611,8955.0
2025,2,6,Thiru-Vi-Ka Nagar,34.4,31.51,62.41,0.488,1860,2611.0
2025,3,6,Thiru-Vi-Ka Nagar,13.41,27.27,67.22,0.441,1779,1860.0
2025,4,6,Thiru-Vi-Ka Nagar,14.68,35.83,56.83,0.34,1883,1779.0
